{\rtf1\ansi\ansicpg1252\cocoartf2869
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\partightenfactor0

\f0\fs24 \cf0 28,6,1975,SNM_West,7,4,Perognathus,amplus,LF2,3.55,2.82,2.60,,flower head,1,\
6,7,1975,SNM_East,1,5,Perognathus,amplus,RF4,3.00,1.70,1.25,,flower head,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.27,0.80,0.80,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.44,0.80,0.80,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.13,0.68,0.68,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.29,0.84,0.84,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.47,0.86,0.86,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.32,0.73,0.73,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.40,0.83,0.83,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.52,0.76,0.76,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.50,0.88,0.88,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.33,0.82,0.82,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.31,0.73,0.73,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.36,0.78,0.78,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.07,0.73,0.73,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.41,0.85,0.85,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.46,0.83,0.83,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.45,0.92,0.92,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.22,0.71,0.71,Erodium,little brown teardrop,1,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.35,0.76,0.76,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.37,0.78,0.78,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.40,0.82,0.82,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.46,0.80,0.80,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.37,0.81,0.81,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.23,0.75,0.75,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.35,0.78,0.78,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.27,0.76,0.76,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.21,0.76,0.76,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.40,0.79,0.79,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.37,0.69,0.69,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.72,1.18,0.68,Plantago,little canoe,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.47,1.21,0.72,Plantago,little canoe,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.38,1.36,1.03,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.34,1.33,1.02,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.38,1.36,1.03,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.61,1.33,1.19,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.47,1.41,1.14,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.59,1.44,1.03,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.94,1.55,1.02,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.74,1.68,1.11,,,1,Different Species ?\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.68,1.30,0.94,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.58,1.53,1.01,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.36,1.26,1.02,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.62,1.47,1.18,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,1.60,1.46,1.08,Lotus,little tetra,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.50,1.17,0.74,Plantago,little canoe,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.13,0.71,0.71,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.39,0.82,0.82,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.21,0.85,0.85,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.34,0.76,0.76,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.35,0.78,0.78,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.18,0.82,0.82,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.35,0.80,0.80,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.32,0.82,0.82,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.25,0.78,0.78,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.34,0.79,0.79,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.54,0.89,0.89,Erodium,little brown teardrop,0,\
18,7,1975,SNM_East,7,5,Perognathus,amplus,RF3,2.55,0.86,0.86,Erodium,little brown teardrop,0,}
